sleep_hours,steps,mood_recent_avg,mood_entries_count,consistency_pct,historical_avg_score,total_score,stress_level
7.745071229516849,6512.620586240946,1.011082021463357,51,52.15168255019303,54.604867472281136,73.18313007652934,medium
6.792603548243223,6036.766291894624,2.5300905494588872,29,72.98986392636937,55.72851201057904,65.96555185589858,medium
7.971532807151039,4706.534800747907,4.6561970806394255,5,72.0765707831172,65.50651309816637,88.68306962283447,low
9.284544784612038,5992.420017456639,4.791019704208805,8,48.152116330817435,61.40542076298803,81.84372884652262,low
6.648769937914996,7472.524876478831,1.214236993382646,31,83.60148238226724,44.28667158762922,75.64567380580026,low
6.648794564576229,5621.513613063481,1.4936896547943483,47,64.58186405685402,58.08937730609168,80.3401310259408,low
9.368819223261088,7259.302890690822,1.0194813801351548,30,38.411598415781484,68.5722650808922,70.79240556131055,medium
8.151152093729364,3489.993664730858,4.4746948490438125,30,37.122104810095,82.5644914316741,87.02677116212985,low
6.295788421097572,4188.319046562886,1.2835449033020763,57,94.21518546428148,55.86831463287139,67.31047570272847,medium
7.8138400653789475,3797.038490178074,1.431600608879584,28,56.74962531851388,51.51893121362984,66.23955994642569,medium
6.304873460781307,4304.605884622781,1.9104905982989306,22,68.77918110672579,55.58892870425343,76.61465195323875,low
6.301405369644614,9861.543140118272,4.668998206581339,18,74.86045420535264,61.00460160875187,89.96056314004613,low
7.362943407349051,8178.116379331081,3.752936029145928,26,80.68289513933532,69.5317609190861,91.42167696829058,low
4.130079633013303,2769.2306439469635,3.467525439069796,15,58.92675145385991,82.32293074177075,72.34534180609847,medium
4.412623251230451,7312.494889225365,4.138627622692583,34,64.16879104893104,47.608826407399896,72.62507998848187,medium
6.1565687061385415,4828.25306205429,3.773137990570091,45,81.14664293889845,76.1055255632228,83.28377814712276,low
5.480753319498364,3952.8462435853035,3.9837072827247364,10,76.05733050904607,78.83006910700846,86.29779589521891,low
7.471370998892911,1542.7816028324796,1.2946257547918552,38,73.23318080316162,73.33090685062338,74.43792832003288,medium
5.637963886718183,8915.756081460733,3.3590611857639874,54,57.15337108863749,85.05658883524049,86.2774982666957,low
4.881544447997063,1908.4105509985843,4.012829149023515,13,97.5996538507368,83.30131380249775,89.10181172151319,low
9.19847315338233,5844.110465970377,3.262634481333183,15,42.917343394329926,86.46814978249188,91.35600043711716,low
6.661335549270197,3161.0662628253936,1.0471794934580965,48,38.163040312169414,70.95366220711934,60.27503673447245,medium
7.101292307031886,8327.531841209773,1.8444795579315172,55,50.013919524081984,40.473670672373636,64.26184848066552,medium
4.862877720679815,4996.944521058148,4.851599988267963,53,47.61190381760551,82.98819081294121,87.6956743373129,low
6.183425913212226,5596.612033438966,3.8187785636845755,31,97.2596365531998,70.74913290185575,86.43076544660832,low
7.166383884564799,5697.797211209901,3.754019603520918,56,30.58596468013363,62.30729901020341,86.52827661358629,low
5.273509633866546,6907.71100480735,3.641009767273235,31,91.60650401640501,75.27936689460557,81.92022608392091,low
7.563547027518508,6039.0142919499285,1.5112320007329036,59,58.44582535664997,69.06010574760883,82.27541074785587,low
6.099041965121793,5870.180433116651,1.0163311239677748,36,69.72191258270675,54.722770002975814,71.91876860285943,medium
6.562459375310085,4444.794074235666,2.762609272287049,21,78.54825046940674,84.88786185021493,81.16117167465777,low
6.097440081655905,1275.8118799737213,2.7772976193812418,18,33.14552403836472,53.229547769695046,64.60201896509327,medium
9.778417276763406,2644.3471213744338,4.247221804672207,44,66.2254600694753,41.58548691305565,75.14346316403332,low
6.979754162893099,8155.439216041937,1.726270065429516,33,32.773103984783674,47.828888359004154,73.01720996586786,medium
5.41343360656615,5082.541610021107,2.1004446523966953,45,36.88102970062843,48.93641630329961,60.32867493698588,medium
8.233817368154783,4007.9706668325607,1.3129693267574738,51,73.9174767083542,89.38346108813158,78.25244245109948,low
5.168734525043467,1782.815566745865,2.5995001411518563,56,49.24133410275871,62.13503990129297,65.4411405226686,medium
7.313295392507133,841.0585797289432,2.023958993970645,29,39.95460534391635,68.08268928404442,60.09116577966276,medium
4.060494814180337,3890.3793596154046,2.051583376608544,53,33.466854672612335,87.64931053330906,67.18949909178505,medium
